Event_code,PMU,Name,Equiv,Desc
"""uncore_cbox_7/config=0x534,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:WRITE/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:WRITE,None,"Cache lookups : Write requests. Includes all write transactions (cached, uncached)"
"""uncore_cbox_7/config=0x934,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:REMOTE_SNOOP/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:REMOTE_SNOOP,None,Cache lookups : External snoop request
"""uncore_cbox_7/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:ANY/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:ANY,None,Cache lookups : Any request
"""uncore_cbox_7/config=0x1134,config1=0x20000,name=UNC_C_LLC_LOOKUP:STATE_I/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:STATE_I,None,Cache lookups : Invalid cacheline state
"""uncore_cbox_7/config=0x1134,config1=0x40000,name=UNC_C_LLC_LOOKUP:STATE_S/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:STATE_S,None,Cache lookups : Shared cacheline state
"""uncore_cbox_7/config=0x1134,config1=0x80000,name=UNC_C_LLC_LOOKUP:STATE_E/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:STATE_E,None,Cache lookups : Exclusive cacheline state
"""uncore_cbox_7/config=0x1134,config1=0x100000,name=UNC_C_LLC_LOOKUP:STATE_M/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:STATE_M,None,Cache lookups : Modified cacheline state
"""uncore_cbox_7/config=0x1134,config1=0x200000,name=UNC_C_LLC_LOOKUP:STATE_F/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:STATE_F,None,Cache lookups : Forward cacheline state
"""uncore_cbox_7/config=0x1134,config1=0x400000,name=UNC_C_LLC_LOOKUP:STATE_D/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:STATE_D,None,Cache lookups : Debug cacheline state
"""uncore_cbox_7/config=0x1134,config1=0x800000,name=UNC_C_LLC_LOOKUP:STATE_MP/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:STATE_MP,None,"Cache lookups : Cacheline is modified but never written, was forwarded in modified state"
"""uncore_cbox_7/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:STATE_MESIFD/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_LOOKUP:STATE_MESIFD,None,Cache lookups : Any cache line state
"""uncore_cbox_7/config=0x137,name=UNC_C_LLC_VICTIMS:STATE_M/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_VICTIMS:STATE_M,None,Lines victimized : Lines in M state
"""uncore_cbox_7/config=0x237,name=UNC_C_LLC_VICTIMS:STATE_E/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_VICTIMS:STATE_E,None,Lines victimized : Lines in E state
"""uncore_cbox_7/config=0x437,name=UNC_C_LLC_VICTIMS:STATE_S/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_VICTIMS:STATE_S,None,Lines victimized : Lines in S state
"""uncore_cbox_7/config=0x837,name=UNC_C_LLC_VICTIMS:STATE_F/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_VICTIMS:STATE_F,None,Lines victimized : Lines in F state
"""uncore_cbox_7/config=0x1037,name=UNC_C_LLC_VICTIMS:MISS/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_LLC_VICTIMS:MISS,None,Lines victimized : TBD
"""uncore_cbox_7/config=0x205,name=UNC_C_RING_BOUNCES:AD_IRQ/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_RING_BOUNCES:AD_IRQ,None,Number of LLC responses that bounced in the ring : TBD
"""uncore_cbox_7/config=0x405,name=UNC_C_RING_BOUNCES:AK/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_RING_BOUNCES:AK,None,Number of LLC responses that bounced in the ring : Acknowledgments to core
"""uncore_cbox_7/config=0x805,name=UNC_C_RING_BOUNCES:BL/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_RING_BOUNCES:BL,None,Number of LLC responses that bounced in the ring : Data responses to core
"""uncore_cbox_7/config=0x1005,name=UNC_C_RING_BOUNCES:IV/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_RING_BOUNCES:IV,None,Number of LLC responses that bounced in the ring : Snoops of processor cache
"""uncore_cbox_7/config=0x102,name=UNC_C_TXR_INSERTS:AD_CACHE/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_TXR_INSERTS:AD_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AD ring
"""uncore_cbox_7/config=0x202,name=UNC_C_TXR_INSERTS:AK_CACHE/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_TXR_INSERTS:AK_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AK ring
"""uncore_cbox_7/config=0x402,name=UNC_C_TXR_INSERTS:BL_CACHE/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_TXR_INSERTS:BL_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to BL ring
"""uncore_cbox_7/config=0x802,name=UNC_C_TXR_INSERTS:IV_CACHE/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_TXR_INSERTS:IV_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo ton IV ring
"""uncore_cbox_7/config=0x1002,name=UNC_C_TXR_INSERTS:AD_CORE/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_TXR_INSERTS:AD_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AD ring
"""uncore_cbox_7/config=0x2002,name=UNC_C_TXR_INSERTS:AK_CORE/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_TXR_INSERTS:AK_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AK ring
"""uncore_cbox_7/config=0x4002,name=UNC_C_TXR_INSERTS:BL_CORE/""",hswep_unc_cbo7 (Intel Haswell-EP C-Box 7 uncore),UNC_C_TXR_INSERTS:BL_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to BL ring
"""uncore_cbox_8/config=0x334,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:DATA_READ/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:DATA_READ,None,Cache lookups : Data read requests
"""uncore_cbox_8/config=0x534,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:WRITE/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:WRITE,None,"Cache lookups : Write requests. Includes all write transactions (cached, uncached)"
"""uncore_cbox_8/config=0x934,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:REMOTE_SNOOP/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:REMOTE_SNOOP,None,Cache lookups : External snoop request
"""uncore_cbox_8/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:ANY/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:ANY,None,Cache lookups : Any request
"""uncore_cbox_8/config=0x1134,config1=0x20000,name=UNC_C_LLC_LOOKUP:STATE_I/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:STATE_I,None,Cache lookups : Invalid cacheline state
"""uncore_cbox_8/config=0x1134,config1=0x40000,name=UNC_C_LLC_LOOKUP:STATE_S/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:STATE_S,None,Cache lookups : Shared cacheline state
"""uncore_cbox_8/config=0x1134,config1=0x80000,name=UNC_C_LLC_LOOKUP:STATE_E/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:STATE_E,None,Cache lookups : Exclusive cacheline state
"""uncore_cbox_8/config=0x1134,config1=0x100000,name=UNC_C_LLC_LOOKUP:STATE_M/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:STATE_M,None,Cache lookups : Modified cacheline state
"""uncore_cbox_8/config=0x1134,config1=0x200000,name=UNC_C_LLC_LOOKUP:STATE_F/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:STATE_F,None,Cache lookups : Forward cacheline state
"""uncore_cbox_8/config=0x1134,config1=0x400000,name=UNC_C_LLC_LOOKUP:STATE_D/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:STATE_D,None,Cache lookups : Debug cacheline state
"""uncore_cbox_8/config=0x1134,config1=0x800000,name=UNC_C_LLC_LOOKUP:STATE_MP/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:STATE_MP,None,"Cache lookups : Cacheline is modified but never written, was forwarded in modified state"
"""uncore_cbox_8/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:STATE_MESIFD/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_LOOKUP:STATE_MESIFD,None,Cache lookups : Any cache line state
"""uncore_cbox_8/config=0x137,name=UNC_C_LLC_VICTIMS:STATE_M/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_VICTIMS:STATE_M,None,Lines victimized : Lines in M state
"""uncore_cbox_8/config=0x237,name=UNC_C_LLC_VICTIMS:STATE_E/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_VICTIMS:STATE_E,None,Lines victimized : Lines in E state
"""uncore_cbox_8/config=0x437,name=UNC_C_LLC_VICTIMS:STATE_S/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_VICTIMS:STATE_S,None,Lines victimized : Lines in S state
"""uncore_cbox_8/config=0x837,name=UNC_C_LLC_VICTIMS:STATE_F/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_VICTIMS:STATE_F,None,Lines victimized : Lines in F state
"""uncore_cbox_8/config=0x1037,name=UNC_C_LLC_VICTIMS:MISS/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_LLC_VICTIMS:MISS,None,Lines victimized : TBD
"""uncore_cbox_8/config=0x205,name=UNC_C_RING_BOUNCES:AD_IRQ/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_RING_BOUNCES:AD_IRQ,None,Number of LLC responses that bounced in the ring : TBD
"""uncore_cbox_8/config=0x405,name=UNC_C_RING_BOUNCES:AK/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_RING_BOUNCES:AK,None,Number of LLC responses that bounced in the ring : Acknowledgments to core
"""uncore_cbox_8/config=0x805,name=UNC_C_RING_BOUNCES:BL/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_RING_BOUNCES:BL,None,Number of LLC responses that bounced in the ring : Data responses to core
"""uncore_cbox_8/config=0x1005,name=UNC_C_RING_BOUNCES:IV/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_RING_BOUNCES:IV,None,Number of LLC responses that bounced in the ring : Snoops of processor cache
"""uncore_cbox_8/config=0x102,name=UNC_C_TXR_INSERTS:AD_CACHE/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_TXR_INSERTS:AD_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AD ring
"""uncore_cbox_8/config=0x202,name=UNC_C_TXR_INSERTS:AK_CACHE/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_TXR_INSERTS:AK_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AK ring
"""uncore_cbox_8/config=0x402,name=UNC_C_TXR_INSERTS:BL_CACHE/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_TXR_INSERTS:BL_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to BL ring
"""uncore_cbox_8/config=0x802,name=UNC_C_TXR_INSERTS:IV_CACHE/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_TXR_INSERTS:IV_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo ton IV ring
"""uncore_cbox_8/config=0x1002,name=UNC_C_TXR_INSERTS:AD_CORE/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_TXR_INSERTS:AD_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AD ring
"""uncore_cbox_8/config=0x2002,name=UNC_C_TXR_INSERTS:AK_CORE/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_TXR_INSERTS:AK_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AK ring
"""uncore_cbox_8/config=0x4002,name=UNC_C_TXR_INSERTS:BL_CORE/""",hswep_unc_cbo8 (Intel Haswell-EP C-Box 8 uncore),UNC_C_TXR_INSERTS:BL_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to BL ring
"""uncore_cbox_9/config=0x334,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:DATA_READ/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:DATA_READ,None,Cache lookups : Data read requests
"""uncore_cbox_9/config=0x534,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:WRITE/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:WRITE,None,"Cache lookups : Write requests. Includes all write transactions (cached, uncached)"
"""uncore_cbox_9/config=0x934,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:REMOTE_SNOOP/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:REMOTE_SNOOP,None,Cache lookups : External snoop request
"""uncore_cbox_9/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:ANY/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:ANY,None,Cache lookups : Any request
"""uncore_cbox_9/config=0x1134,config1=0x20000,name=UNC_C_LLC_LOOKUP:STATE_I/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:STATE_I,None,Cache lookups : Invalid cacheline state
"""uncore_cbox_9/config=0x1134,config1=0x40000,name=UNC_C_LLC_LOOKUP:STATE_S/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:STATE_S,None,Cache lookups : Shared cacheline state
"""uncore_cbox_9/config=0x1134,config1=0x80000,name=UNC_C_LLC_LOOKUP:STATE_E/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:STATE_E,None,Cache lookups : Exclusive cacheline state
"""uncore_cbox_9/config=0x1134,config1=0x100000,name=UNC_C_LLC_LOOKUP:STATE_M/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:STATE_M,None,Cache lookups : Modified cacheline state
"""uncore_cbox_9/config=0x1134,config1=0x200000,name=UNC_C_LLC_LOOKUP:STATE_F/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:STATE_F,None,Cache lookups : Forward cacheline state
"""uncore_cbox_9/config=0x1134,config1=0x400000,name=UNC_C_LLC_LOOKUP:STATE_D/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:STATE_D,None,Cache lookups : Debug cacheline state
"""uncore_cbox_9/config=0x1134,config1=0x800000,name=UNC_C_LLC_LOOKUP:STATE_MP/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:STATE_MP,None,"Cache lookups : Cacheline is modified but never written, was forwarded in modified state"
"""uncore_cbox_9/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:STATE_MESIFD/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_LOOKUP:STATE_MESIFD,None,Cache lookups : Any cache line state
"""uncore_cbox_9/config=0x137,name=UNC_C_LLC_VICTIMS:STATE_M/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_VICTIMS:STATE_M,None,Lines victimized : Lines in M state
"""uncore_cbox_9/config=0x237,name=UNC_C_LLC_VICTIMS:STATE_E/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_VICTIMS:STATE_E,None,Lines victimized : Lines in E state
"""uncore_cbox_9/config=0x437,name=UNC_C_LLC_VICTIMS:STATE_S/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_VICTIMS:STATE_S,None,Lines victimized : Lines in S state
"""uncore_cbox_9/config=0x837,name=UNC_C_LLC_VICTIMS:STATE_F/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_VICTIMS:STATE_F,None,Lines victimized : Lines in F state
"""uncore_cbox_9/config=0x1037,name=UNC_C_LLC_VICTIMS:MISS/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_LLC_VICTIMS:MISS,None,Lines victimized : TBD
"""uncore_cbox_9/config=0x205,name=UNC_C_RING_BOUNCES:AD_IRQ/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_RING_BOUNCES:AD_IRQ,None,Number of LLC responses that bounced in the ring : TBD
"""uncore_cbox_9/config=0x405,name=UNC_C_RING_BOUNCES:AK/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_RING_BOUNCES:AK,None,Number of LLC responses that bounced in the ring : Acknowledgments to core
"""uncore_cbox_9/config=0x805,name=UNC_C_RING_BOUNCES:BL/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_RING_BOUNCES:BL,None,Number of LLC responses that bounced in the ring : Data responses to core
"""uncore_cbox_9/config=0x1005,name=UNC_C_RING_BOUNCES:IV/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_RING_BOUNCES:IV,None,Number of LLC responses that bounced in the ring : Snoops of processor cache
"""uncore_cbox_9/config=0x102,name=UNC_C_TXR_INSERTS:AD_CACHE/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_TXR_INSERTS:AD_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AD ring
"""uncore_cbox_9/config=0x202,name=UNC_C_TXR_INSERTS:AK_CACHE/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_TXR_INSERTS:AK_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AK ring
"""uncore_cbox_9/config=0x402,name=UNC_C_TXR_INSERTS:BL_CACHE/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_TXR_INSERTS:BL_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to BL ring
"""uncore_cbox_9/config=0x802,name=UNC_C_TXR_INSERTS:IV_CACHE/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_TXR_INSERTS:IV_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo ton IV ring
"""uncore_cbox_9/config=0x1002,name=UNC_C_TXR_INSERTS:AD_CORE/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_TXR_INSERTS:AD_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AD ring
"""uncore_cbox_9/config=0x2002,name=UNC_C_TXR_INSERTS:AK_CORE/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_TXR_INSERTS:AK_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to AK ring
"""uncore_cbox_9/config=0x4002,name=UNC_C_TXR_INSERTS:BL_CORE/""",hswep_unc_cbo9 (Intel Haswell-EP C-Box 9 uncore),UNC_C_TXR_INSERTS:BL_CORE,None,Egress allocations : Counts the number of ring transactions from Corebo to BL ring
"""uncore_cbox_10/config=0x334,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:DATA_READ/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:DATA_READ,None,Cache lookups : Data read requests
"""uncore_cbox_10/config=0x534,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:WRITE/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:WRITE,None,"Cache lookups : Write requests. Includes all write transactions (cached, uncached)"
"""uncore_cbox_10/config=0x934,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:REMOTE_SNOOP/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:REMOTE_SNOOP,None,Cache lookups : External snoop request
"""uncore_cbox_10/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:ANY/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:ANY,None,Cache lookups : Any request
"""uncore_cbox_10/config=0x1134,config1=0x20000,name=UNC_C_LLC_LOOKUP:STATE_I/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:STATE_I,None,Cache lookups : Invalid cacheline state
"""uncore_cbox_10/config=0x1134,config1=0x40000,name=UNC_C_LLC_LOOKUP:STATE_S/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:STATE_S,None,Cache lookups : Shared cacheline state
"""uncore_cbox_10/config=0x1134,config1=0x80000,name=UNC_C_LLC_LOOKUP:STATE_E/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:STATE_E,None,Cache lookups : Exclusive cacheline state
"""uncore_cbox_10/config=0x1134,config1=0x100000,name=UNC_C_LLC_LOOKUP:STATE_M/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:STATE_M,None,Cache lookups : Modified cacheline state
"""uncore_cbox_10/config=0x1134,config1=0x200000,name=UNC_C_LLC_LOOKUP:STATE_F/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:STATE_F,None,Cache lookups : Forward cacheline state
"""uncore_cbox_10/config=0x1134,config1=0x400000,name=UNC_C_LLC_LOOKUP:STATE_D/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:STATE_D,None,Cache lookups : Debug cacheline state
"""uncore_cbox_10/config=0x1134,config1=0x800000,name=UNC_C_LLC_LOOKUP:STATE_MP/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:STATE_MP,None,"Cache lookups : Cacheline is modified but never written, was forwarded in modified state"
"""uncore_cbox_10/config=0x1134,config1=0xfe0000,name=UNC_C_LLC_LOOKUP:STATE_MESIFD/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_LOOKUP:STATE_MESIFD,None,Cache lookups : Any cache line state
"""uncore_cbox_10/config=0x137,name=UNC_C_LLC_VICTIMS:STATE_M/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_VICTIMS:STATE_M,None,Lines victimized : Lines in M state
"""uncore_cbox_10/config=0x237,name=UNC_C_LLC_VICTIMS:STATE_E/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_VICTIMS:STATE_E,None,Lines victimized : Lines in E state
"""uncore_cbox_10/config=0x437,name=UNC_C_LLC_VICTIMS:STATE_S/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_VICTIMS:STATE_S,None,Lines victimized : Lines in S state
"""uncore_cbox_10/config=0x837,name=UNC_C_LLC_VICTIMS:STATE_F/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_VICTIMS:STATE_F,None,Lines victimized : Lines in F state
"""uncore_cbox_10/config=0x1037,name=UNC_C_LLC_VICTIMS:MISS/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_LLC_VICTIMS:MISS,None,Lines victimized : TBD
"""uncore_cbox_10/config=0x205,name=UNC_C_RING_BOUNCES:AD_IRQ/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_RING_BOUNCES:AD_IRQ,None,Number of LLC responses that bounced in the ring : TBD
"""uncore_cbox_10/config=0x405,name=UNC_C_RING_BOUNCES:AK/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_RING_BOUNCES:AK,None,Number of LLC responses that bounced in the ring : Acknowledgments to core
"""uncore_cbox_10/config=0x805,name=UNC_C_RING_BOUNCES:BL/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_RING_BOUNCES:BL,None,Number of LLC responses that bounced in the ring : Data responses to core
"""uncore_cbox_10/config=0x1005,name=UNC_C_RING_BOUNCES:IV/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_RING_BOUNCES:IV,None,Number of LLC responses that bounced in the ring : Snoops of processor cache
"""uncore_cbox_10/config=0x102,name=UNC_C_TXR_INSERTS:AD_CACHE/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_TXR_INSERTS:AD_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AD ring
"""uncore_cbox_10/config=0x202,name=UNC_C_TXR_INSERTS:AK_CACHE/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_TXR_INSERTS:AK_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to AK ring
"""uncore_cbox_10/config=0x402,name=UNC_C_TXR_INSERTS:BL_CACHE/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_TXR_INSERTS:BL_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo to BL ring
"""uncore_cbox_10/config=0x802,name=UNC_C_TXR_INSERTS:IV_CACHE/""",hswep_unc_cbo10 (Intel Haswell-EP C-Box 10 uncore),UNC_C_TXR_INSERTS:IV_CACHE,None,Egress allocations : Counts the number of ring transactions from Cachebo ton IV ring
